Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-02,362.41584757141084,362.64522469012695,351.1763687543228,357.5071716308594,11799148,0.0,0.0
2024-01-03,356.91072626478126,368.19606707772834,353.24069308982206,360.6725158691406,13107047,0.0,0.0
2024-01-04,364.9847895342648,375.26089366600235,364.34255052611314,372.27899169921875,19291259,0.0,0.0
2024-01-05,374.0681932256234,374.6645680973076,365.2601068126324,370.67340087890625,7735119,0.0,0.0
2024-01-08,372.32485591403986,378.6556855667008,368.2878250051898,372.27899169921875,8020666,0.0,0.0
2024-01-09,375.62789341887,377.8299077446995,358.7916104690715,361.31475830078125,12629573,0.0,0.0
2024-01-10,363.333251953125,363.333251953125,349.3871159306304,358.2869567871094,12513678,0.0,0.0
2024-01-11,360.1220475497047,369.0218902433435,359.3421598084874,362.87457275390625,8305839,0.0,0.0
2024-01-12,364.25081728324886,369.52649032954275,360.67254029535434,368.65484619140625,8217329,0.0,0.0
2024-01-15,369.755861312624,378.33456989843967,366.59044633706594,375.71966552734375,10263830,0.0,0.0
2024-01-16,375.99494113399766,379.80262349551685,362.14058632511546,367.416259765625,11079183,0.0,0.0
2024-01-17,362.41578376497444,369.2512318993285,357.82824219832924,360.1678771972656,8845319,0.0,0.0
2024-01-18,360.62664751613835,363.79206253904067,347.9191792071256,360.3055419921875,11680203,0.0,0.0
2024-01-19,364.25080579060585,379.48144961764496,363.47091811269024,378.3345642089844,16111152,0.0,0.0
2024-01-23,394.52858344889455,394.8038247489223,350.94693760279574,362.92041015625,28172910,0.0,0.0
2024-01-24,366.08582252090895,388.0601581554875,357.8741117931315,386.9591369628906,26232960,0.0,0.0
2024-01-25,389.89519060626714,390.53742966119216,379.9860834718253,384.4360046386719,12426317,0.0,0.0
2024-01-29,388.0601633104553,411.4566259628144,386.8215214523628,409.8968505859375,38320305,0.0,0.0
2024-01-30,412.87879198404937,416.2735843626389,404.39183903771055,408.1994934082031,18743455,0.0,0.0
2024-01-31,405.81390280516484,408.5664276571107,401.04287652853714,406.685546875,12612238,0.0,0.0
2024-02-01,410.12625561947914,412.42002662406236,403.19907838569156,408.9793701171875,12778899,0.0,0.0
2024-02-02,411.13547631472653,423.4300819790988,411.13547631472653,413.61273193359375,13316207,0.0,0.0
2024-02-05,417.2827867373409,426.18262894001657,410.86022828184014,420.3564453125,15932526,0.0,0.0
2024-02-06,423.2465664619408,423.2465664619408,408.382948841633,416.54876708984375,9403608,0.0,0.0
2024-02-07,413.79628098087267,431.1371838299335,413.79628098087267,430.3114318847656,11983832,0.0,0.0
2024-02-08,432.10054083359523,438.3854502266527,425.86146765490304,429.89849853515625,14788511,0.0,0.0
2024-02-09,424.80641921609003,424.80641921609003,373.1965680694268,393.4735107421875,56589108,0.0,0.0
2024-02-12,393.6111153201842,399.3455429909328,378.8851162617558,389.16119384765625,30349202,0.0,0.0
2024-02-13,385.26171478290024,391.50078778351156,380.39893217959553,385.8122253417969,14073386,0.0,0.0
2024-02-14,381.6834841271028,401.82280416511276,377.141806469287,398.7491455078125,11114379,0.0,0.0
2024-02-15,400.99701317672464,402.23565504927984,394.57445472657605,399.5290222167969,6467934,0.0,0.0
2024-02-16,401.6851012744951,401.6851012744951,391.86777978430877,397.92333984375,8544311,0.0,0.0
2024-02-19,397.9692369678119,406.4103247790552,394.5285807404245,395.5837097167969,5880131,0.0,0.0
